out	asmid	species	strain	locustag	busco	hlen	table	genome_fa
GCA_030783725.1_ASM3078372v1	GCA_030783725.1_ASM3078372v1	Akanthomyces dipterigenus	MBC 690	F4E3E841	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030783725.1_ASM3078372v1.fa.gz
GCA_030783745.1_ASM3078374v1	GCA_030783745.1_ASM3078374v1	Akanthomyces dipterigenus	MBC 691	F5B2064E	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030783745.1_ASM3078374v1.fa.gz
GCA_030783385.1_ASM3078338v1	GCA_030783385.1_ASM3078338v1	Akanthomyces dipterigenus	MBC 701	F96731B7	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030783385.1_ASM3078338v1.fa.gz
GCA_030783265.1_ASM3078326v1	GCA_030783265.1_ASM3078326v1	Akanthomyces dipterigenus	MBC 708	FD54340F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030783265.1_ASM3078326v1.fa.gz
GCA_030784025.1_ASM3078402v1	GCA_030784025.1_ASM3078402v1	Akanthomyces dipterigenus	MBC 741	F39AEB6F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030784025.1_ASM3078402v1.fa.gz
GCA_051527285.1_YNP42	GCA_051527285.1_YNP42	Akanthomyces dipterigenus	MUC9702	FE322439	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_051527285.1_YNP42.fa.gz
GCA_016170065.1_ASM1617006v1	GCA_016170065.1_ASM1617006v1	Akanthomyces lecanii	CJL01	F7E04D06	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_016170065.1_ASM1617006v1.fa.gz
GCA_051527755.1_YNP1	GCA_051527755.1_YNP1	Akanthomyces lecanii	DSM 111009	F5726538	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_051527755.1_YNP1.fa.gz
GCA_030411575.1_ASM3041157v1	GCA_030411575.1_ASM3041157v1	Akanthomyces lecanii	MBC 123	FBEE31E0	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030411575.1_ASM3041157v1.fa.gz
GCA_032354155.1_ASM3235415v1	GCA_032354155.1_ASM3235415v1	Akanthomyces lecanii	MBC 153	FDB8C33A	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_032354155.1_ASM3235415v1.fa.gz
GCA_030772815.1_ASM3077281v1	GCA_030772815.1_ASM3077281v1	Akanthomyces lecanii	MBC 159	F139E062	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030772815.1_ASM3077281v1.fa.gz
GCA_030780265.1_ASM3078026v1	GCA_030780265.1_ASM3078026v1	Akanthomyces lecanii	MBC 542	FC0E3266	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030780265.1_ASM3078026v1.fa.gz
GCA_030781825.1_ASM3078182v1	GCA_030781825.1_ASM3078182v1	Akanthomyces lecanii	MBC 603	F1933DCF	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030781825.1_ASM3078182v1.fa.gz
GCA_030783985.1_ASM3078398v1	GCA_030783985.1_ASM3078398v1	Akanthomyces lecanii	MBC 729	F91BEAF4	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030783985.1_ASM3078398v1.fa.gz
GCA_030785975.1_ASM3078597v1	GCA_030785975.1_ASM3078597v1	Akanthomyces lecanii	MBC 801	F5F88676	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030785975.1_ASM3078597v1.fa.gz
GCA_030789525.1_ASM3078952v1	GCA_030789525.1_ASM3078952v1	Akanthomyces lecanii	MBC 901	F91807BE	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030789525.1_ASM3078952v1.fa.gz
GCA_051529055.1_YNP64	GCA_051529055.1_YNP64	Akanthomyces lecanii	MUC8115	FA706FE9	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_051529055.1_YNP64.fa.gz
GCA_001636795.1_LEL_1.0	GCA_001636795.1_LEL_1.0	Akanthomyces lecanii	RCEF 1005	F5D69F67	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_001636795.1_LEL_1.0.fa.gz
GCA_001653215.1_ASM165321v1	GCA_001653215.1_ASM165321v1	Akanthomyces lecanii	UM487	F681F069	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_001653215.1_ASM165321v1.fa.gz
GCA_054134475.1_Lecanicillium_lecanii_V198499_v1	GCA_054134475.1_Lecanicillium_lecanii_V198499_v1	Akanthomyces lecanii	V198499	F9F1D029	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_054134475.1_Lecanicillium_lecanii_V198499_v1.fa.gz
GCA_040955805.1_AKA_AC3	GCA_040955805.1_AKA_AC3	Akanthomyces muscarius	AC3	FF0B17B2	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_040955805.1_AKA_AC3.fa.gz
GCA_051527555.1_YNP2	GCA_051527555.1_YNP2	Akanthomyces muscarius	DSM 3411	F5E3707A	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_051527555.1_YNP2.fa.gz
GCA_051529015.1_YNP65	GCA_051529015.1_YNP65	Akanthomyces muscarius	MUC9713	F2C832B2	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_051529015.1_YNP65.fa.gz
GCF_028009165.1_ASM2800916v1	GCF_028009165.1_ASM2800916v1	Akanthomyces muscarius	Ve6	FEE3DA2F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCF_028009165.1_ASM2800916v1.fa.gz
GCA_051528755.1_YNP78	GCA_051528755.1_YNP78	Akanthomyces sp. G78	G78	F12A2166	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_051528755.1_YNP78.fa.gz
GCA_030778065.2_ASM3077806v2	GCA_030778065.2_ASM3077806v2	Akanthomyces uredinophilus	MBC 350	F9BECA7B	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030778065.2_ASM3077806v2.fa.gz
GCA_030783525.2_ASM3078352v2	GCA_030783525.2_ASM3078352v2	Akanthomyces uredinophilus	MBC 695	F2A84A8E	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030783525.2_ASM3078352v2.fa.gz
GCA_003314395.1_ASM331439v1	GCA_003314395.1_ASM331439v1	Albatrellus ellisii	MG60	F7689288	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_003314395.1_ASM331439v1.fa.gz
GCA_003314695.1_ASM331469v1	GCA_003314695.1_ASM331469v1	Albatrellus sp. MG142	MG142	F647BD20	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_003314695.1_ASM331469v1.fa.gz
GCA_930272555.1_Myrothecium_verrucaria_DSM_2087_genome	GCA_930272555.1_Myrothecium_verrucaria_DSM_2087_genome	Albifimbria verrucaria	DSM 2087	FADCCC61	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_930272555.1_Myrothecium_verrucaria_DSM_2087_genome.fa.gz
GCA_020081605.1_ASM2008160v1	GCA_020081605.1_ASM2008160v1	Albifimbria verrucaria	IMI 368023	F4132733	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_020081605.1_ASM2008160v1.fa.gz
GCA_021442215.1_ASM2144221v1	GCA_021442215.1_ASM2144221v1	Albifimbria verrucaria	Mv01	F2DC5960	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_021442215.1_ASM2144221v1.fa.gz
GCA_051623215.1_EHU_AYaman_Ill_Nano	GCA_051623215.1_EHU_AYaman_Ill_Nano	Albophoma yamanashiensis	EHU_M98	F2166043	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_051623215.1_EHU_AYaman_Ill_Nano.fa.gz
GCA_001600555.1_JCM_11844_assembly_v001	GCA_001600555.1_JCM_11844_assembly_v001	Albophoma yamanashiensis	JCM 11844	F87FFEF0	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_001600555.1_JCM_11844_assembly_v001.fa.gz
GCA_905337325.1_GTX0161_lecanoromycete	GCA_905337325.1_GTX0161_lecanoromycete	Alectoria fallacina		F8E3EB72	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_905337325.1_GTX0161_lecanoromycete.fa.gz
GCA_964257205.1_private_VT19_concoct_bin.7	GCA_964257205.1_private_VT19_concoct_bin.7	Alectoria ochroleuca		F3E65497	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_964257205.1_private_VT19_concoct_bin.7.fa.gz
GCA_964255965.1_private_X12_concoct_bin.4	GCA_964255965.1_private_X12_concoct_bin.4	Alectoria sarmentosa		F940A063	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_964255965.1_private_X12_concoct_bin.4.fa.gz
GCA_009733775.1_ASM973377v1	GCA_009733775.1_ASM973377v1	Alectoria sarmentosa	MAF-Lich 21536	F448824E	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_009733775.1_ASM973377v1.fa.gz
GCA_024752435.1_ASM2475243v1	GCA_024752435.1_ASM2475243v1	Allantophomopsis cytisporea	ATCC 66955	F19F3CAE	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_024752435.1_ASM2475243v1.fa.gz
GCA_024752465.1_ASM2475246v1	GCA_024752465.1_ASM2475246v1	Allantophomopsis lycopodina	ATCC 66958	FCEF1A0E	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_024752465.1_ASM2475246v1.fa.gz
GCA_030581615.1_ASM3058161v1	GCA_030581615.1_ASM3058161v1	Alloascoidea africana	NRRL Y-6762-3	F5FD6588	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030581615.1_ASM3058161v1.fa.gz
GCA_001600815.1_JCM_7604_assembly_v001	GCA_001600815.1_JCM_7604_assembly_v001	Alloascoidea hylecoeti	JCM 7604	F39431C9	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_001600815.1_JCM_7604_assembly_v001.fa.gz
GCA_030555715.1_ASM3055571v1	GCA_030555715.1_ASM3055571v1	Alloascoidea hylecoeti	NRRL Y-17634	F0F65C2F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030555715.1_ASM3055571v1.fa.gz
GCA_030565225.1_ASM3056522v1	GCA_030565225.1_ASM3056522v1	Allodekkera sacchari	CBS 14167	FC5AD718	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030565225.1_ASM3056522v1.fa.gz
GCA_027604705.1_ASM2760470v1	GCA_027604705.1_ASM2760470v1	Allomyces arbusculus	Burma 1F	FA629528	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_027604705.1_ASM2760470v1.fa.gz
GCA_027604645.1_ASM2760464v1	GCA_027604645.1_ASM2760464v1	Allomyces javanicus	California 12	FAFF0595	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_027604645.1_ASM2760464v1.fa.gz
GCA_000151295.1_A_macrogynus_V3	GCA_000151295.1_A_macrogynus_V3	Allomyces macrogynus	ATCC 38327	F5BE82F7	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_000151295.1_A_macrogynus_V3.fa.gz
GCA_058321855.1_ASM5832185v1	GCA_058321855.1_ASM5832185v1	Alloperoneutypa sp. GZCC 26-0136	GZCC 26-0136	F93111FD	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_058321855.1_ASM5832185v1.fa.gz
GCA_053542345.1_ASM5354234v1	GCA_053542345.1_ASM5354234v1	Alternaria alstroemeriae	L6	FE536495	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_053542345.1_ASM5354234v1.fa.gz
GCA_037044435.1_ASM3704443v1	GCA_037044435.1_ASM3704443v1	Alternaria alstroemeriae	LH_A124	F2942A61	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_037044435.1_ASM3704443v1.fa.gz
GCA_036971565.1_ALTB1129b1.0	GCA_036971565.1_ALTB1129b1.0	Alternaria alternarina	TB-1129	FF4CECA3	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_036971565.1_ALTB1129b1.0.fa.gz
GCA_059336435.1_ASM5933643v1	GCA_059336435.1_ASM5933643v1	Alternaria alternata	22A	FDB3D56C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059336435.1_ASM5933643v1.fa.gz
GCA_059336485.1_ASM5933648v1	GCA_059336485.1_ASM5933648v1	Alternaria alternata	24A	F3311342	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059336485.1_ASM5933648v1.fa.gz
GCA_059336645.1_ASM5933664v1	GCA_059336645.1_ASM5933664v1	Alternaria alternata	29C	F725967F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059336645.1_ASM5933664v1.fa.gz
GCA_059336575.1_ASM5933657v1	GCA_059336575.1_ASM5933657v1	Alternaria alternata	47A	F8727640	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059336575.1_ASM5933657v1.fa.gz
GCA_050711485.1_ASM5071148v1	GCA_050711485.1_ASM5071148v1	Alternaria alternata	AEH-2221	F8249E79	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_050711485.1_ASM5071148v1.fa.gz
GCA_050710795.1_ASM5071079v1	GCA_050710795.1_ASM5071079v1	Alternaria alternata	AEH-2368	FAEE38C3	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_050710795.1_ASM5071079v1.fa.gz
GCA_050710675.1_ASM5071067v1	GCA_050710675.1_ASM5071067v1	Alternaria alternata	AEH-2430	F7B94821	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_050710675.1_ASM5071067v1.fa.gz
GCA_050710565.1_ASM5071056v1	GCA_050710565.1_ASM5071056v1	Alternaria alternata	AEH-2437	FB1F9EBD	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_050710565.1_ASM5071056v1.fa.gz
GCA_049724695.1_ASM4972469v1	GCA_049724695.1_ASM4972469v1	Alternaria alternata	AEH-3014	FC77DC26	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_049724695.1_ASM4972469v1.fa.gz
GCA_049724635.1_ASM4972463v1	GCA_049724635.1_ASM4972463v1	Alternaria alternata	AEH-3049	F14ED62C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_049724635.1_ASM4972463v1.fa.gz
GCA_023079285.1_ASM2307928v1	GCA_023079285.1_ASM2307928v1	Alternaria alternata	Altal1	F5433FA8	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023079285.1_ASM2307928v1.fa.gz
GCA_001443195.1_ASM144319v1	GCA_001443195.1_ASM144319v1	Alternaria alternata	ATCC 34957	F20D5F27	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_001443195.1_ASM144319v1.fa.gz
GCA_047716545.1_ASM4771654v1	GCA_047716545.1_ASM4771654v1	Alternaria alternata	ATCC 66981	F8B5C09D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_047716545.1_ASM4771654v1.fa.gz
GCA_001696825.1_ASM169682v1	GCA_001696825.1_ASM169682v1	Alternaria alternata	B2a	FD238E68	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_001696825.1_ASM169682v1.fa.gz
GCA_014154925.1_ASM1415492v1	GCA_014154925.1_ASM1415492v1	Alternaria alternata	B3	F6E5F075	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_014154925.1_ASM1415492v1.fa.gz
GCA_022344995.1_ASM2234499v1	GCA_022344995.1_ASM2234499v1	Alternaria alternata	BC2-RLR-17S	FF34B482	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_022344995.1_ASM2234499v1.fa.gz
GCA_022344985.1_ASM2234498v1	GCA_022344985.1_ASM2234498v1	Alternaria alternata	C11	F5707052	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_022344985.1_ASM2234498v1.fa.gz
GCA_022344955.1_ASM2234495v1	GCA_022344955.1_ASM2234495v1	Alternaria alternata	C14	FB57F9AE	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_022344955.1_ASM2234495v1.fa.gz
GCA_022344925.1_ASM2234492v1	GCA_022344925.1_ASM2234492v1	Alternaria alternata	C19	F6A63BB1	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_022344925.1_ASM2234492v1.fa.gz
GCA_022344905.1_ASM2234490v1	GCA_022344905.1_ASM2234490v1	Alternaria alternata	C20	F7A44216	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_022344905.1_ASM2234490v1.fa.gz
GCA_022344885.1_ASM2234488v1	GCA_022344885.1_ASM2234488v1	Alternaria alternata	C21	F88C4DD0	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_022344885.1_ASM2234488v1.fa.gz
GCA_022344895.1_ASM2234489v1	GCA_022344895.1_ASM2234489v1	Alternaria alternata	C22	F6E2989A	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_022344895.1_ASM2234489v1.fa.gz
GCA_022344875.1_ASM2234487v1	GCA_022344875.1_ASM2234487v1	Alternaria alternata	C24	F5A60FF0	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_022344875.1_ASM2234487v1.fa.gz
GCA_022344855.1_ASM2234485v1	GCA_022344855.1_ASM2234485v1	Alternaria alternata	C25	FC35217A	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_022344855.1_ASM2234485v1.fa.gz
GCA_022344825.1_ASM2234482v1	GCA_022344825.1_ASM2234482v1	Alternaria alternata	C4	FFA954D6	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_022344825.1_ASM2234482v1.fa.gz
GCA_022344835.1_ASM2234483v1	GCA_022344835.1_ASM2234483v1	Alternaria alternata	C5	F54A69F9	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_022344835.1_ASM2234483v1.fa.gz
GCA_022344775.1_ASM2234477v1	GCA_022344775.1_ASM2234477v1	Alternaria alternata	C6	F7FE0084	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_022344775.1_ASM2234477v1.fa.gz
GCA_966194745.1_CS013_annot_assembly	GCA_966194745.1_CS013_annot_assembly	Alternaria alternata	CS013	FB95B37B	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_966194745.1_CS013_annot_assembly.fa.gz
GCA_966194815.1_CS017_annot_assembly	GCA_966194815.1_CS017_annot_assembly	Alternaria alternata	CS017	FA637B73	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_966194815.1_CS017_annot_assembly.fa.gz
GCA_966193915.1_CS026_annot_assembly	GCA_966193915.1_CS026_annot_assembly	Alternaria alternata	CS026	F60D41A5	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_966193915.1_CS026_annot_assembly.fa.gz
GCA_966194805.1_CS038_annot_assembly	GCA_966194805.1_CS038_annot_assembly	Alternaria alternata	CS038	F590FE86	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_966194805.1_CS038_annot_assembly.fa.gz
GCA_966194885.1_CS057_annot_assembly	GCA_966194885.1_CS057_annot_assembly	Alternaria alternata	CS057	FC238B33	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_966194885.1_CS057_annot_assembly.fa.gz
GCA_966194895.1_CS085_annot_assembly	GCA_966194895.1_CS085_annot_assembly	Alternaria alternata	CS085	FCFF39C2	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_966194895.1_CS085_annot_assembly.fa.gz
GCA_966194365.1_CS091_annot_assembly	GCA_966194365.1_CS091_annot_assembly	Alternaria alternata	CS091	F11A6367	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_966194365.1_CS091_annot_assembly.fa.gz
GCA_966194965.1_CS092_annot_assembly	GCA_966194965.1_CS092_annot_assembly	Alternaria alternata	CS092	FA3A4E81	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_966194965.1_CS092_annot_assembly.fa.gz
GCA_966194395.1_CS106_annot_assembly	GCA_966194395.1_CS106_annot_assembly	Alternaria alternata	CS106	F4492086	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_966194395.1_CS106_annot_assembly.fa.gz
GCA_966194915.1_CS126_annot_assembly	GCA_966194915.1_CS126_annot_assembly	Alternaria alternata	CS126	FCEEBA64	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_966194915.1_CS126_annot_assembly.fa.gz
GCA_966194375.1_CS133_annot_assembly	GCA_966194375.1_CS133_annot_assembly	Alternaria alternata	CS133	F24699D8	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_966194375.1_CS133_annot_assembly.fa.gz
GCA_966193295.1_CS134_annot_assembly	GCA_966193295.1_CS134_annot_assembly	Alternaria alternata	CS134	FA1094F4	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_966193295.1_CS134_annot_assembly.fa.gz
GCA_966194415.1_CS139_annot_assembly	GCA_966194415.1_CS139_annot_assembly	Alternaria alternata	CS139	F4328C05	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_966194415.1_CS139_annot_assembly.fa.gz
